ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESS,POSTALCODE,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10359,48,54.68,6,2624.64,15-12-2004,Shipped,4,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye  Reims  France,51100,EMEA,Henriot,Paul,Small
10361,20,72.55,13,1451,17-12-2004,Shipped,4,12,2004,Motorcycles,95,S10_1678,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW Australia",2067,APAC,Huxley,Adrian,Small
10362,22,100,4,3664.1,05-01-2005,Shipped,1,1,2005,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle  Burlingame CA USA,94217,NA,Hirano,Juri,Medium
10363,33,85.39,3,2817.87,06-01-2005,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy  Espoo  Finland",FIN-02271,EMEA,Suominen,Kalle,Small
10364,48,48.28,1,2317.44,06-01-2005,Shipped,1,1,2005,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers  Marseille  France",13008,EMEA,Lebihan,Laurence,Small
10365,30,87.06,1,2611.8,07-01-2005,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.  New Bedford MA USA,50553,NA,Tam,Wing C,Small
10366,34,100,3,4207.84,10-01-2005,Shipped,1,1,2005,Classic Cars,142,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255  Charleroi  Belgium",B-6000,EMEA,Cartrain,Pascale,Medium
10367,49,56.3,1,2758.7,12-01-2005,Resolved,1,1,2005,Classic Cars,124,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.  Pasadena CA USA,90003,NA,Young,Julie,Small
10368,40,100,2,4107.2,19-01-2005,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10369,41,100,2,4514.92,20-01-2005,Shipped,1,1,2005,Classic Cars,214,S10_1949,Collectables For Less Inc.,6175558555,7825 Douglas Av.  Brickhaven MA USA,58339,NA,Nelson,Allen,Medium
10370,35,65.63,4,2297.05,20-01-2005,Shipped,1,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street Level 15 North Sydney NSW Australia,2060,APAC,O'Hara,Anna,Small
10371,32,100,6,3560.64,23-01-2005,Shipped,1,1,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10372,40,100,4,5862,26-01-2005,Shipped,1,1,2005,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi  Minato-ku Tokyo Japan,106-0032,Japan,Shimamura,Akiko,Medium
10373,39,100,3,4046.25,31-01-2005,Shipped,1,1,2005,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38  Oulu  Finland,90110,EMEA,Koskitalo,Pirkko,Medium
10374,39,100,5,5288.01,02-02-2005,Shipped,1,2,2005,Motorcycles,118,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End  South Brisbane Queensland Australia,4101,APAC,Calaghan,Tony,Medium
10375,21,34.91,12,733.11,03-02-2005,Shipped,1,2,2005,Motorcycles,95,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages  Nantes  France",44000,EMEA,Labrune,Janine,Small
10376,35,100,1,3987.2,08-02-2005,Shipped,1,2,2005,Classic Cars,117,S12_3380,Boards & Toys Co.,3105552373,4097 Douglas Av.  Glendale CA USA,92561,NA,Young,Leslie,Medium
10377,24,67.83,5,1627.92,09-02-2005,Shipped,1,2,2005,Classic Cars,79,S12_3990,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45  Helsinki  Finland,21240,EMEA,Karttunen,Matti,Small
10379,39,100,2,5399.55,10-02-2005,Shipped,1,2,2005,Vintage Cars,170,S18_1749,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10378,34,42.64,5,1449.76,10-02-2005,Shipped,1,2,2005,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10380,27,93.16,13,2515.32,16-02-2005,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10382,34,100,10,3823.64,17-02-2005,Shipped,1,2,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10381,36,100,3,8254.8,17-02-2005,Shipped,1,2,2005,Classic Cars,214,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.  San Francisco CA USA,25712,NA,Brown,Julie,Large
10383,27,100,11,3843.99,22-02-2005,Shipped,1,2,2005,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10384,34,100,4,4846.7,23-02-2005,Shipped,1,2,2005,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.  San Francisco CA USA,25712,NA,Brown,Julie,Medium
10385,37,85.54,2,3164.98,28-02-2005,Shipped,1,2,2005,Vintage Cars,83,S24_3816,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10386,25,54.57,7,1364.25,01-03-2005,Resolved,1,3,2005,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10387,44,94.9,1,4175.6,02-03-2005,Shipped,1,3,2005,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  Singapore  Singapore",79903,Japan,Natividad,Eric,Medium
10388,42,76.36,4,3207.12,03-03-2005,Shipped,1,3,2005,Motorcycles,95,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street  New Bedford MA USA,50553,NA,Benitez,Violeta,Medium
10389,26,99.04,4,2575.04,03-03-2005,Shipped,1,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24  Boras  Sweden,S-844 67,EMEA,Larsson,Maria,Small
10390,36,93.77,14,3375.72,04-03-2005,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10391,24,100,4,2416.56,09-03-2005,Shipped,1,3,2005,Classic Cars,214,S10_1949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street Level 15 North Sydney NSW Australia,2060,APAC,O'Hara,Anna,Small
10392,37,59.96,3,2218.52,10-03-2005,Shipped,1,3,2005,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6  Graz  Austria,8010,EMEA,Mendel,Roland,Small
10394,22,100,5,3353.02,15-03-2005,Shipped,1,3,2005,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10395,32,100,2,3370.56,17-03-2005,Shipped,1,3,2005,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia  Paris  France,75508,EMEA,Da Cunha,Daniel,Medium
10396,33,100,3,6109.29,23-03-2005,Shipped,1,3,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10397,32,80.55,5,2577.6,28-03-2005,Shipped,1,3,2005,Ships,86,S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine  Toulouse  France,31000,EMEA,Roulet,Annette,Small
10398,33,100,11,4215.09,30-03-2005,Shipped,1,3,2005,Planes,157,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye  Reims  France,51100,EMEA,Henriot,Paul,Medium
10400,64,100,9,9661.44,01-04-2005,Shipped,2,4,2005,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.  San Jose CA USA,94217,NA,Frick,Sue,Large
10401,42,76.03,3,3193.26,03-04-2005,On Hold,2,4,2005,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.  Newark NJ USA,94019,NA,Brown,William,Medium
10402,45,100,1,5833.8,07-04-2005,Shipped,2,4,2005,Motorcycles,118,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston  Paris  France",75016,EMEA,Perrier,Dominique,Medium
10403,24,100,7,2434.56,08-04-2005,Shipped,2,4,2005,Motorcycles,95,S10_1678,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery  Liverpool  UK,WX1 6LT,EMEA,Devon,Elizabeth,Small
10405,97,93.28,5,9048.16,14-04-2005,Shipped,2,4,2005,Classic Cars,115,S12_4675,Mini Caravy,88.60.1555,"24, place Kluber  Strasbourg  France",67000,EMEA,Citeaux,Frederique,Large
10406,61,100,3,8374.69,15-04-2005,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34  Kobenhavn  Denmark,1734,EMEA,Petersen,Jytte,Large
10407,59,100,11,7048.14,22-04-2005,On Hold,2,4,2005,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.  San Jose CA USA,94217,NA,Frick,Sue,Large
10408,15,36.93,1,553.95,22-04-2005,Shipped,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi  Minato-ku Tokyo Japan,106-0032,Japan,Shimamura,Akiko,Small
10409,6,100,2,785.64,23-04-2005,Shipped,2,4,2005,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown 2nd Floor Singapore  Singapore,69045,APAC,Victorino,Wendy,Small
10411,23,100,9,4140.23,01-05-2005,Shipped,2,5,2005,Classic Cars,214,S10_1949,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent  Montreal Quebec Canada,H1J 1C3,NA,Fresnisre,Jean,Medium
10412,54,100,5,5951.34,03-05-2005,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10413,36,100,2,8677.8,05-05-2005,Shipped,2,5,2005,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.  Bridgewater CT USA,97562,NA,King,Julie,Large
10414,19,100,3,2764.88,06-05-2005,On Hold,2,5,2005,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.  Boston MA USA,51003,NA,Yoshido,Juri,Small
10415,51,100,5,6209.25,09-05-2005,Disputed,2,5,2005,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street  Glen Waverly Victoria Australia,3150,APAC,Connery,Sean,Medium
10416,24,100,14,4352.16,10-05-2005,Shipped,2,5,2005,Planes,157,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124  Reggio Emilia  Italy,42100,EMEA,Moroni,Maurizio,Medium
10417,66,100,2,7516.08,13-05-2005,Disputed,2,5,2005,Motorcycles,95,S10_1678,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Large
10419,12,100,13,1961.28,17-05-2005,Shipped,2,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14  Salzburg  Austria,5020,EMEA,Pipps,Georg,Small
10420,37,100,5,5283.6,29-05-2005,In Process,2,5,2005,Vintage Cars,170,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW Australia",2067,APAC,Huxley,Adrian,Medium
10421,35,100,1,5433.75,29-05-2005,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10422,51,95.55,2,4873.05,30-05-2005,In Process,2,5,2005,Vintage Cars,102,S18_1342,Diecast Classics Inc.,2155551555,7586 Pompton St.  Allentown PA USA,70267,NA,Yu,Kyung,Medium
10423,10,88.14,1,881.4,30-05-2005,In Process,2,5,2005,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532  Bruxelles  Belgium,B-1180,EMEA,Dewey,Catherine,Small
10424,50,100,6,12001,31-05-2005,In Process,2,5,2005,Classic Cars,214,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Large
10425,38,100,12,5894.94,31-05-2005,In Process,2,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages  Nantes  France",44000,EMEA,Labrune,Janine,Medium
